merchant_id,merchant_reference_record_count,merchant_name,merchant_category,business_type,merchant_status,mcc,city,state,declared_avg_ticket_size,merchant_status_values,merchant_category_values,merchant_status_count,merchant_category_count,invalid_mcc_records,suspended_reference_records,merchant_reference_inconsistency_flag
MCH8082,1,Contractor and Sons,HOSPITALITY,SOLE_PROPRIETOR,ACTIVE,7011,AMRITSAR,PUNJAB,4480.58,ACTIVE,HOSPITALITY,1,1,0,0,False
MCH8085,1,VERMA-RAMACHANDRAN,STATIONERY,INDIVIDUAL,ACTIVE,5942,PUNE,MAHARASHTRA,,ACTIVE,STATIONERY,1,1,0,0,False
MCH8086,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PARTNERSHIP,ACTIVE,5812,MULTIPLE_VALUES,MULTIPLE_VALUES,1364.925,ACTIVE,GROCERIES | RESTAURANT,1,2,1,0,True
MCH8091,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,5812,MULTIPLE_VALUES,PUNJAB,1115.06,ACTIVE | INACTIVE,FOOD_SERVICES | RESTAURANTS,2,2,0,0,True
MCH8093,1,"Seth, Bassi and Raman",HOTEL_LODGING,PARTNERSHIP,ACTIVE,7011,HYD,TELANGANA,1629.96,ACTIVE,HOTEL_LODGING,1,1,0,0,False
MCH8095,1,Saxena LLC,CLOTHS,PRIVATE_LIMITED,ACTIVE,5699,JPR,RAJASTHAN,304.22,ACTIVE,CLOTHS,1,1,0,0,False
MCH8096,1,Srinivas-Verma,MOBILE_RECHARGE,PARTNERSHIP,ACTIVE,,BOMBAY,MAHARASHTRA,2241.14,ACTIVE,MOBILE_RECHARGE,1,1,1,0,False
MCH8098,4,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,925.94,ACTIVE,CLOTHING | GROCERY_STORES | PHARMACY | RESTAURANTS,1,4,0,0,True
MCH8101,1,"Jani, Varghese and Barman",CLOTHS,SOLE_PROPRIETOR,INACTIVE,,DELHI,DELHI,734.89,INACTIVE,CLOTHS,1,1,1,0,False
MCH8104,1,CHACKO GROUP,HOTEL,PRIVATE_LIMITED,ACTIVE,7011,BANGALORE,KARNATAKA,,ACTIVE,HOTEL,1,1,0,0,False
MCH8107,1,Ramachandran Ltd,RETAIL_OTHER,PARTNERSHIP,ACTIVE,5999,JAIPUR,RAJASTHAN,,ACTIVE,RETAIL_OTHER,1,1,0,0,False
MCH8109,1,"Nadkarni, Sawhney and Singh",CHEMIST,PARTNERSHIP,ACTIVE,5912,DELHI,DELHI,5729.0,ACTIVE,CHEMIST,1,1,0,0,False
MCH8110,2,Kamdar-Raval,OTHER,PARTNERSHIP,INACTIVE,5999,LUCKNOW,UTTAR_PRADESH,768.59,INACTIVE,OTHER,1,1,0,0,False
MCH8114,1,"raman, sandal and bedi",PHONE_SERVICE,INDIVIDUAL,ACTIVE,4814,JALANDHAR,PUNJAB,1612.23,ACTIVE,PHONE_SERVICE,1,1,0,0,False
MCH8119,1,SubramanianandSons,BUS_TAXI,SOLE_PROPRIETOR,ACTIVE,,AMRITSAR,PUNJAB,1285.93,ACTIVE,BUS_TAXI,1,1,1,0,False
MCH8125,6,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1672.4499999999998,ACTIVE | INACTIVE | SUSPENDED,DEPARTMENT_STORE | DEPT_STORE | GROCERY_STORE | MEDICAL_STORE | PHONE_SERVICE | TRANSPORT,3,6,3,1,True
MCH8126,2,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,673.22,ACTIVE | SUSPENDED,CHEMIST | GROCERY_STORE,2,2,1,1,True
MCH8129,1,"Devan, Ramesh and 0ak",DEPARTMENT_STORES,INDIVIDUAL,ACTIVE,5311,KOLKATA,WEST_BENGAL,2940.0,ACTIVE,DEPARTMENT_STORES,1,1,0,0,False
MCH8130,1,"Kale, Kumer and Chand",DEPT_STORE,PARTNERSHIP,ACTIVE,,LUDHIANA,PUNJAB,419.61,ACTIVE,DEPT_STORE,1,1,1,0,False
MCH8131,1,Sekhon-Agrawal,OTHER,PRIVATE_LIMITED,INACTIVE,5999,KOLKATA,WEST_BENGAL,5430.66,INACTIVE,OTHER,1,1,0,0,False
MCH8132,4,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1726.5900000000001,ACTIVE | INACTIVE,BOOKS | GARMENTS | GROCERY | MEDICAL_STORE,2,4,0,0,True
MCH8135,1,Bhakta PLC,MISCELLANEOUS,PRIVATE_LIMITED,ACTIVE,5999,ASR,PUNJAB,857.0,ACTIVE,MISCELLANEOUS,1,1,0,0,False
MCH8136,1,Bora Inc,HOTEL,SOLE_PROPRIETOR,INACTIVE,7011,AMRITSAR,PUNJAB,635.0,INACTIVE,HOTEL,1,1,0,0,False
MCH8137,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,493.44,ACTIVE,MEDICAL_STORE | TRAVEL,1,2,1,0,True
MCH8138,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,CHENNAI,TAMIL_NADU,1370.31,ACTIVE,DEPARTMENT_STORES | FOOD,1,2,0,0,True
MCH8139,1,"mani, kala and verma",DEPARTMENT_STORES,INDIVIDUAL,ACTIVE,5311,ASR,PUNJAB,2137.68,ACTIVE,DEPARTMENT_STORES,1,1,0,0,False
MCH8140,1,"Chokshi, Johal and Sachdeva",FOOD,SOLE_PROPRIETOR,ACTIVE,5812,CALCUTTA,WEST_BENGAL,1136.04,ACTIVE,FOOD,1,1,0,0,False
MCH8142,1,Mane and Sons,MEDICAL_STORE,PRIVATE_LIMITED,ACTIVE,5912,LUDHIANA,PUNJAB,5955.63,ACTIVE,MEDICAL_STORE,1,1,0,0,False
MCH8145,1,Dhi110n LLC,HOTEL,PRIVATE_LIMITED,ACTIVE,7011,CHENNAI,TAMIL_NADU,180.43,ACTIVE,HOTEL,1,1,0,0,False
MCH8146,1,Bath-Purohit,STATIONERY,SOLE_PROPRIETOR,ACTIVE,5942,DELHI,DELHI,5566.64,ACTIVE,STATIONERY,1,1,0,0,False
MCH8148,1,Sehgal-Banik,TRANSPORTATION,SOLE_PROPRIETOR,ACTIVE,4131,BENGALURU,KARNATAKA,406.0,ACTIVE,TRANSPORTATION,1,1,0,0,False
MCH8149,1,"Chandran, Mander and Parmar",FOOD_SERVICES,PARTNERSHIP,ACTIVE,5812,KOLKATA,WEST_BENGAL,1378.0,ACTIVE,FOOD_SERVICES,1,1,0,0,False
MCH8150,1,Hegde-Doctor,PHARMACY,PARTNERSHIP,ACTIVE,5912,POONA,MAHARASHTRA,1430.0,ACTIVE,PHARMACY,1,1,0,0,False
MCH8151,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,903.44,ACTIVE,APPAREL | OTHER,1,2,0,0,True
MCH8152,1,chaudhari plc,PHARMACY,SOLE_PROPRIETOR,ACTIVE,5912,JALANDHAR,PUNJAB,1648.01,ACTIVE,PHARMACY,1,1,0,0,False
MCH8154,1,Yohannan PLC,BUS_TAXI,SOLE_PROPRIETOR,SUSPENDED,,JALANDHAR,PUNJAB,998.6,SUSPENDED,BUS_TAXI,1,1,1,1,False
MCH8157,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,,MULTIPLE_VALUES,MULTIPLE_VALUES,2447.515,ACTIVE | INACTIVE,BOOKS | PHARMACY,2,2,2,0,True
MCH8159,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1186.29,ACTIVE | SUSPENDED,FASHION | GROCERY_STORES | RESTAURANT,2,3,1,2,True
MCH8160,1,Amble and Sons,APPAREL,INDIVIDUAL,ACTIVE,5699,JPR,RAJASTHAN,5769.95,ACTIVE,APPAREL,1,1,0,0,False
MCH8163,1,"Sama, Pant and Tara",BOOKS_STATIONERY,PRIVATE_LIMITED,ACTIVE,UNKNOWN,LUCKNOW,UTTAR_PRADESH,,ACTIVE,BOOKS_STATIONERY,1,1,1,0,False
MCH8164,1,"Devan, Basu and Buch",FOOD,PRIVATE_LIMITED,ACTIVE,5812,DELHI,DELHI,3036.35,ACTIVE,FOOD,1,1,0,0,False
MCH8165,1,"Sandhu, Saran and Dhar",RETAIL_OTHER,SOLE_PROPRIETOR,INACTIVE,5999,CHENNAI,TAMIL_NADU,1269.15,INACTIVE,RETAIL_OTHER,1,1,0,0,False
MCH8169,1,"Kapur, Prashad and Srinivasan",MISCELLANEOUS,INDIVIDUAL,ACTIVE,5999,JAIPUR,RAJASTHAN,1294.0,ACTIVE,MISCELLANEOUS,1,1,0,0,False
MCH8170,1,"Dyal, Chadha and Shenoy",PHONE_SERVICE,PARTNERSHIP,ACTIVE,4814,HYD,TELANGANA,589.07,ACTIVE,PHONE_SERVICE,1,1,0,0,False
MCH8174,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1502.14,ACTIVE,DEPARTMENT_STORES | HOSPITALITY,1,2,0,0,True
MCH8176,1,Bala PLC,DEPT_STORE,SOLE_PROPRIETOR,ACTIVE,5311,HYDERABAD,TELANGANA,3488.0,ACTIVE,DEPT_STORE,1,1,0,0,False
MCH8177,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,578.46,ACTIVE | INACTIVE,CHEMIST | FOOD | MOBILE_RECHARGE,2,3,1,0,True
MCH8181,1,Mall-Chatterjee,TRANSPORTATION,INDIVIDUAL,ACTIVE,4131,AMRITSAR,PUNJAB,,ACTIVE,TRANSPORTATION,1,1,0,0,False
MCH8187,1,"Chada, Mammen and Lanka",TRAVEL,SOLE_PROPRIETOR,ACTIVE,04131,LDH,PUNJAB,671.0,ACTIVE,TRAVEL,1,1,1,0,False
MCH8188,1,"ram, krish and pai",RETAIL_OTHER,PARTNERSHIP,INACTIVE,5999,LKO,UTTAR_PRADESH,734.28,INACTIVE,RETAIL_OTHER,1,1,0,0,False
MCH8189,1,BAJAJ-SURA,BUS_TAXI,SOLE_PROPRIETOR,ACTIVE,4131,DELHI,DELHI,1010.26,ACTIVE,BUS_TAXI,1,1,0,0,False
MCH8192,1,"oza, sant and loke",GROCERY_STORES,PRIVATE_LIMITED,INACTIVE,5411,KOLKATA,WEST_BENGAL,408.0,INACTIVE,GROCERY_STORES,1,1,0,0,False
MCH8197,1,Virk-Venkataraman,CHEMIST,SOLE_PROPRIETOR,ACTIVE,5912,KOLKATA,WEST_BENGAL,964.03,ACTIVE,CHEMIST,1,1,0,0,False
MCH8198,2,Buch-Sengupta,DEPARTMENT_STORES,INDIVIDUAL,MULTIPLE_VALUES,5311,KOLKATA,WEST_BENGAL,2004.67,ACTIVE | INACTIVE,DEPARTMENT_STORES,2,1,0,0,True
MCH8200,1,Rai-Bhargava,STATIONERY,SOLE_PROPRIETOR,ACTIVE,5942,AMRITSAR,PUNJAB,,ACTIVE,STATIONERY,1,1,0,0,False
MCH8203,1,lad-suresh,OTHER,PARTNERSHIP,ACTIVE,,LUDHIANA,PUNJAB,937.0,ACTIVE,OTHER,1,1,1,0,False
MCH8204,1,Bumb-Bansal,HOTELS,PRIVATE_LIMITED,ACTIVE,7011,JALANDHAR,PUNJAB,1083.04,ACTIVE,HOTELS,1,1,0,0,False
MCH8208,1,TAK-SHANKAR,HOTEL,INDIVIDUAL,ACTIVE,7011,MUMBAI,MAHARASHTRA,1309.39,ACTIVE,HOTEL,1,1,0,0,False
MCH8209,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,3607.325,ACTIVE | INACTIVE,FASHION | RETAIL,2,2,0,0,True
MCH8210,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,2128.0,ACTIVE | SUSPENDED,DEPT_STORE | MEDICAL | TRAVEL,2,3,0,1,True
MCH8211,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,2939.69,ACTIVE,GROCERY_STORE | MISC_RETAIL,1,2,0,0,True
MCH8212,1,Taneja Ltd,DEPARTMENT_STORE,PRIVATE_LIMITED,INACTIVE,05311,MADRAS,TAMIL_NADU,2159.07,INACTIVE,DEPARTMENT_STORE,1,1,1,0,False
MCH8215,1,"Brar, Ramesh and Kaul",GROCERY_STORES,PARTNERSHIP,INACTIVE,5411,CHENNAI,TAMIL_NADU,1544.34,INACTIVE,GROCERY_STORES,1,1,0,0,False
MCH8219,1,Devi Group,MOBILE_RECHARGE,INDIVIDUAL,ACTIVE,4814,LUDHIANA,PUNJAB,1980.0,ACTIVE,MOBILE_RECHARGE,1,1,0,0,False
MCH8220,1,sarkar plc,KIRANA,PRIVATE_LIMITED,ACTIVE,5411,POONA,MAHARASHTRA,142.34,ACTIVE,KIRANA,1,1,0,0,False
MCH8221,2,Kala-Bajaj,BOOK_STORE,SOLE_PROPRIETOR,INACTIVE,5942,BENGALURU,KARNATAKA,1133.63,INACTIVE,BOOK_STORE,1,1,0,0,False
MCH8225,1,Bedi-Date,OTHER,PRIVATE_LIMITED,ACTIVE,MISC,POONA,MAHARASHTRA,2289.3,ACTIVE,OTHER,1,1,1,0,False
MCH8226,1,Das-Subramanian,OTHER,PARTNERSHIP,ACTIVE,5999,JAIPUR,RAJASTHAN,789.74,ACTIVE,OTHER,1,1,0,0,False
MCH8233,1,Patel Ltd,GROCERIES,PARTNERSHIP,ACTIVE,5411,JALANDAR,PUNJAB,1942.94,ACTIVE,GROCERIES,1,1,0,0,False
MCH8235,1,Konda-Pillai,STATIONERY,PRIVATE_LIMITED,ACTIVE,5942,MADRAS,TAMIL_NADU,,ACTIVE,STATIONERY,1,1,0,0,False
MCH8238,1,"Lala, Seth and Tak",CLOTHING,PARTNERSHIP,ACTIVE,5699,JPR,RAJASTHAN,952.06,ACTIVE,CLOTHING,1,1,0,0,False
MCH8239,1,"Brahmbhatt, 0ak and Dhar",GROCERY,PARTNERSHIP,ACTIVE,5411,JAIPUR,RAJASTHAN,266.0,ACTIVE,GROCERY,1,1,0,0,False
MCH8240,1,Sur LLC,PHARMACIES,PARTNERSHIP,ACTIVE,5912,LUCKNOW,UTTAR_PRADESH,1777.69,ACTIVE,PHARMACIES,1,1,0,0,False
MCH8241,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,661.935,ACTIVE,DEPARTMENT_STORES | RETAIL_OTHER,1,2,1,0,True
MCH8242,1,Choudhary-Pall,HOTEL,PRIVATE_LIMITED,ACTIVE,07011,LUDHIANA,PUNJAB,607.04,ACTIVE,HOTEL,1,1,1,0,False
MCH8245,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,2778.0,ACTIVE,BOOKS | HOTEL_LODGING,1,2,0,0,True
MCH8247,1,"Pandya, Muni and Hora",PHONE_SERVICE,PARTNERSHIP,ACTIVE,4814,LUCKNOW,UTTAR_PRADESH,1396.47,ACTIVE,PHONE_SERVICE,1,1,0,0,False
MCH8253,1,Dutt-Narain,GROCERY_STORES,SOLE_PROPRIETOR,ACTIVE,5411,HYDERABAD,TELANGANA,1104.19,ACTIVE,GROCERY_STORES,1,1,0,0,False
MCH8255,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,PUNJAB,2060.21,ACTIVE,FASHION | PHARMACY,1,2,1,0,True
MCH8259,1,Lall Group,STATIONERY,SOLE_PROPRIETOR,ACTIVE,5942,JALANDHAR,PUNJAB,2667.52,ACTIVE,STATIONERY,1,1,0,0,False
MCH8261,1,"Sridhar, Manda and Arora",FOOD,SOLE_PROPRIETOR,SUSPENDED,5812,JAIPUR,RAJASTHAN,8032.44,SUSPENDED,FOOD,1,1,0,1,False
MCH8262,1,Sanghvi Ltd,GROCERY_STORE,SOLE_PROPRIETOR,ACTIVE,5411,BENGALURU,KARNATAKA,4676.0,ACTIVE,GROCERY_STORE,1,1,0,0,False
MCH8263,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,3423.54,ACTIVE,CLOTHS | RETAIL,1,2,0,0,True
MCH8264,1,"Hayer, Pant and Suresh",BUS_TAXI,PRIVATE_LIMITED,ACTIVE,4131,JPR,RAJASTHAN,2906.17,ACTIVE,BUS_TAXI,1,1,0,0,False
MCH8268,1,Krishnamurthy-Chopra,BOOKS,PRIVATE_LIMITED,ACTIVE,5942,MADRAS,TAMIL_NADU,1218.95,ACTIVE,BOOKS,1,1,0,0,False
MCH8271,1,Konda-Bawa,CLOTHS,SOLE_PROPRIETOR,ACTIVE,5699,MADRAS,TAMIL_NADU,1087.99,ACTIVE,CLOTHS,1,1,0,0,False
MCH8272,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,5411,MULTIPLE_VALUES,MULTIPLE_VALUES,2250.0,ACTIVE,DEPT_STORE | KIRANA,1,2,1,0,True
MCH8276,1,"Kakar, Handa and Sachdeva",EATING_PLACE,SOLE_PROPRIETOR,ACTIVE,5812,MUMBAI,MAHARASHTRA,2410.37,ACTIVE,EATING_PLACE,1,1,0,0,False
MCH8277,1,"Patil, Goyal and Sarin",PHARMACIES,INDIVIDUAL,INACTIVE,5912,ASR,PUNJAB,1542.69,INACTIVE,PHARMACIES,1,1,0,0,False
MCH8279,1,Lala PLC,GROCERY,SOLE_PROPRIETOR,ACTIVE,5411,CHENNAI,TAMIL_NADU,416.0,ACTIVE,GROCERY,1,1,0,0,False
MCH8281,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,2092.455,ACTIVE,BUS_TAXI | HOTELS | PHONE_SERVICE,1,3,0,0,True
MCH8283,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,KOLKATA,WEST_BENGAL,882.235,ACTIVE,MOBILE_RECHARGE | TRAVEL,1,2,0,0,True
MCH8286,1,"Chadha, Chaudhari and Edwin",MEDICAL_STORE,PRIVATE_LIMITED,ACTIVE,5912,HYDERABAD,TELANGANA,1828.46,ACTIVE,MEDICAL_STORE,1,1,0,0,False
MCH8288,1,Kakar-Sood,DEPARTMENT_STORE,PRIVATE_LIMITED,ACTIVE,5311,BLR,KARNATAKA,1556.66,ACTIVE,DEPARTMENT_STORE,1,1,0,0,False
MCH8289,1,"Ch0udhury, Chakrabarti and Kha1sa",TRANSPORT,SOLE_PROPRIETOR,ACTIVE,4131,LUCKNOW,UTTAR_PRADESH,954.52,ACTIVE,TRANSPORT,1,1,0,0,False
MCH8291,1,walia inc,HOTEL_LODGING,PRIVATE_LIMITED,ACTIVE,7011,LUDHIANA,PUNJAB,1898.37,ACTIVE,HOTEL_LODGING,1,1,0,0,False
MCH8295,1,MAMMEN LLC,MISCELLANEOUS,PRIVATE_LIMITED,ACTIVE,5999,CHENNAI,TAMIL_NADU,1554.58,ACTIVE,MISCELLANEOUS,1,1,0,0,False
MCH8296,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PARTNERSHIP,ACTIVE,5411,MULTIPLE_VALUES,MULTIPLE_VALUES,659.86,ACTIVE,GROCERIES | MISC_RETAIL,1,2,1,0,True
MCH8297,5,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,618.85,ACTIVE | INACTIVE | SUSPENDED,BOOK_STORE | MEDICAL | MOBILE_RECHARGE | RETAIL | TRAVEL,3,5,1,1,True
MCH8299,1,Garde PLC,FOOD,PARTNERSHIP,ACTIVE,5812,JAIPUR,RAJASTHAN,1496.13,ACTIVE,FOOD,1,1,0,0,False
MCH8306,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,4131,MULTIPLE_VALUES,MULTIPLE_VALUES,67.35,ACTIVE | INACTIVE | SUSPENDED,HOSPITALITY | TRANSPORT,3,2,2,1,True
MCH8308,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,UNKNOWN,MULTIPLE_VALUES,MULTIPLE_VALUES,1612.0,ACTIVE,HOTEL_LODGING | MOBILE_RECHARGE | RETAIL,1,3,3,0,True
MCH8310,1,Chakraborty Ltd,TRAVEL,INDIVIDUAL,ACTIVE,4131,NEW_DELHI,DELHI,1287.03,ACTIVE,TRAVEL,1,1,0,0,False
MCH8312,1,"Ramanathan, Andra and Sarma",MEDICAL,PARTNERSHIP,ACTIVE,5912,LKO,UTTAR_PRADESH,,ACTIVE,MEDICAL,1,1,0,0,False
MCH8314,2,MULTIPLE_VALUES,TRANSPORTATION,MULTIPLE_VALUES,ACTIVE,4131,MULTIPLE_VALUES,MULTIPLE_VALUES,474.785,ACTIVE,TRANSPORTATION,1,1,0,0,False
MCH8316,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PRIVATE_LIMITED,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1061.085,ACTIVE,DEPT_STORE | RESTAURANT,1,2,0,0,True
MCH8324,1,Golla-Chaudhuri,HOSPITALITY,PRIVATE_LIMITED,ACTIVE,7011,JALANDHAR,PUNJAB,,ACTIVE,HOSPITALITY,1,1,0,0,False
MCH8325,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,PUNJAB,912.005,ACTIVE | INACTIVE,GROCERY | MISCELLANEOUS,2,2,0,0,True
MCH8326,1,"Bassi, Lalla and Sastry",GROCERY,INDIVIDUAL,ACTIVE,5411,AMRITSAR,PUNJAB,1031.0,ACTIVE,GROCERY,1,1,0,0,False
MCH8327,1,Men0n Ltd,MISCELLANEOUS,INDIVIDUAL,INACTIVE,,BENGALURU,KARNATAKA,1670.04,INACTIVE,MISCELLANEOUS,1,1,1,0,False
MCH8328,1,Raman-Dass,GROCERY_STORE,PARTNERSHIP,ACTIVE,,JALANDHAR,PUNJAB,2484.83,ACTIVE,GROCERY_STORE,1,1,1,0,False
MCH8329,1,"Halder, Panchal and Pandit",RETAIL_OTHER,INDIVIDUAL,ACTIVE,,LKO,UTTAR_PRADESH,422.0,ACTIVE,RETAIL_OTHER,1,1,1,0,False
MCH8330,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,4131,MULTIPLE_VALUES,MULTIPLE_VALUES,2776.725,ACTIVE,FOOD | TRANSPORTATION,1,2,1,0,True
MCH8331,1,Yogi Inc,RETAIL_OTHER,SOLE_PROPRIETOR,INACTIVE,5999,BLR,KARNATAKA,1372.86,INACTIVE,RETAIL_OTHER,1,1,0,0,False
MCH8332,1,"Sethi, Buch and Sachdeva",HOSPITALITY,INDIVIDUAL,ACTIVE,7011,HYDERABAD,TELANGANA,1666.61,ACTIVE,HOSPITALITY,1,1,0,0,False
MCH8334,1,"Rai,BandiandJayaraman",TRANSPORT,PARTNERSHIP,ACTIVE,,KOLKATA,WEST_BENGAL,3117.64,ACTIVE,TRANSPORT,1,1,1,0,False
MCH8335,1,Bhatti-Keer,RETAIL,SOLE_PROPRIETOR,INACTIVE,,HYDERABAD,TELANGANA,1335.83,INACTIVE,RETAIL,1,1,1,0,False
MCH8337,2,MULTIPLE_VALUES,MISC_RETAIL,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,514.2249999999999,ACTIVE | INACTIVE,MISC_RETAIL,2,1,1,0,True
MCH8338,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MAHARASHTRA,2050.62,ACTIVE,FOOD | HOTEL_LODGING,1,2,0,0,True
MCH8341,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1674.71,ACTIVE,RETAIL | TELECOM,1,2,0,0,True
MCH8344,1,Purohit-Ravi,DEPARTMENT_STORE,PRIVATE_LIMITED,ACTIVE,5311,PUNE,MAHARASHTRA,337.58,ACTIVE,DEPARTMENT_STORE,1,1,0,0,False
MCH8345,1,"Srinivas, Bali and Bhatt",HOTEL_LODGING,SOLE_PROPRIETOR,INACTIVE,7011,JALANDHAR,PUNJAB,1909.16,INACTIVE,HOTEL_LODGING,1,1,0,0,False
MCH8346,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,2784.795,ACTIVE,CLOTHING | MISC_RETAIL,1,2,1,0,True
MCH8352,1,Tailor and Sons,HOTEL,SOLE_PROPRIETOR,ACTIVE,7011,LKO,UTTAR_PRADESH,1393.59,ACTIVE,HOTEL,1,1,0,0,False
MCH8355,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1302.55,ACTIVE | INACTIVE,APPAREL | DEPARTMENT_STORES | RESTAURANTS,2,3,0,0,True
MCH8358,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1701.865,ACTIVE | SUSPENDED,CLOTHS | PHARMACIES,2,2,0,1,True
MCH8363,1,Salvi Group,HOTEL_LODGING,SOLE_PROPRIETOR,ACTIVE,7011,LUCKNOW,UTTAR_PRADESH,833.32,ACTIVE,HOTEL_LODGING,1,1,0,0,False
MCH8364,1,KataPLC,CHEMIST,INDIVIDUAL,ACTIVE,5912,BOMBAY,MAHARASHTRA,753.31,ACTIVE,CHEMIST,1,1,0,0,False
